frame_index,plugin_timestamp,producer_timestamp,write_to_buffer_time,read_from_buffer_time,write_to_led_buffer_time,read_from_led_buffer_time,render_time,item_duration
206,3.6666666666666714,13.666666666666675,1753497027.2227643,1753497027.3501487,1753497027.4146025,1753497028.0737638,1753497028.1382773,5.0
207,3.7333333333333383,13.733333333333341,1753497027.286018,1753497027.4158237,1753497027.480434,1753497028.1389174,1753497028.198455,5.0
208,3.800000000000005,13.800000000000008,1753497027.3518019,1753497027.4815235,1753497027.544857,1753497028.1988063,1753497028.2703304,5.0
209,3.866666666666672,13.866666666666676,1753497027.4171603,1753497027.5459788,1753497027.6091828,1753497028.2705085,1753497028.3358393,5.0
210,3.933333333333339,13.933333333333342,1753497027.483311,1753497027.6105416,1753497027.675522,1753497028.3359742,1753497028.3984573,5.0
211,4.000000000000005,14.000000000000009,1753497027.5481954,1753497027.676561,1753497027.7408223,1753497028.3986468,1753497028.467825,5.0
212,4.066666666666672,14.066666666666675,1753497027.61227,1753497027.74189,1753497027.807045,1753497028.4680164,1753497028.5284019,5.0
213,4.133333333333338,14.133333333333342,1753497027.678524,1753497027.8088486,1753497027.8738244,1753497028.5286252,1753497028.598495,5.0
214,4.200000000000005,14.200000000000008,1753497027.7435265,1753497027.8761685,1753497027.9415507,1753497028.5989738,1753497028.6680782,5.0
215,4.266666666666671,14.266666666666675,1753497027.8104618,1753497027.9431307,1753497028.0086415,1753497028.6682575,1753497028.7462316,5.0
216,4.3333333333333375,14.333333333333341,1753497027.877187,1753497028.0097153,1753497028.0751398,1753497028.7464137,1753497028.8030841,5.0
217,4.400000000000004,14.400000000000007,1753497027.944826,1753497028.0762405,1753497028.141023,1753497028.8034348,1753497028.869503,5.0
218,4.46666666666667,14.466666666666674,1753497028.0109966,1753497028.142072,1753497028.2049222,1753497028.8698866,1753497028.9394052,5.0
219,4.533333333333337,14.53333333333334,1753497028.077203,1753497028.2059898,1753497028.269622,1753497028.9397066,1753497029.004527,5.0
220,4.600000000000003,14.600000000000007,1753497028.1453366,1753497028.271838,1753497028.335253,1753497029.004964,1753497029.0700648,5.0
221,4.66666666666667,14.666666666666673,1753497028.2072678,1753497028.3369408,1753497028.3973987,1753497029.070347,1753497029.137525,5.0
222,4.733333333333336,14.73333333333334,1753497028.2738242,1753497028.3997102,1753497028.4610744,1753497029.1378033,1753497029.2059715,5.0
223,4.8000000000000025,14.800000000000006,1753497028.3381114,1753497028.469421,1753497028.5340312,1753497029.2061498,1753497029.2718225,5.0
224,4.866666666666669,14.866666666666672,1753497028.4005208,1753497028.5367157,1753497028.5988314,1753497029.2719975,1753497029.338397,5.0
225,4.933333333333335,14.933333333333339,1753497028.4707544,1753497028.600328,1753497028.6630208,1753497029.3389227,1753497029.4054594,5.000000000000002
226,0.0,15.000000000000005,1753497028.6067939,1753497028.6696115,1753497028.734129,1753497029.4056265,1753497029.477782,5.0
227,0.06666666666666667,15.066666666666672,1753497028.614389,1753497028.7478058,1753497028.813103,1753497029.4779644,1753497029.5385482,5.0
228,0.13333333333333333,15.133333333333338,1753497028.6732857,1753497028.8142009,1753497028.8787756,1753497029.5388238,1753497029.6060112,5.0
229,0.2,15.200000000000005,1753497028.7513099,1753497028.8799715,1753497028.943959,1753497029.606408,1753497029.671236,5.0
230,0.26666666666666666,15.266666666666673,1753497028.8182275,1753497028.9451575,1753497029.00899,1753497029.6719952,1753497029.7400959,5.0
231,0.3333333333333333,15.33333333333334,1753497028.8828416,1753497029.0101495,1753497029.0737362,1753497029.7405617,1753497029.8046372,5.0
232,0.39999999999999997,15.400000000000006,1753497028.948516,1753497029.0749004,1753497029.140948,1753497029.8051202,1753497029.8719153,5.0
233,0.4666666666666666,15.466666666666672,1753497029.01325,1753497029.1422985,1753497029.205752,1753497029.8722737,1753497029.939485,5.0
234,0.5333333333333333,15.533333333333339,1753497029.078331,1753497029.2076654,1753497029.2710962,1753497029.939656,1753497030.0084753,5.0
235,0.6,15.600000000000005,1753497029.1452374,1753497029.273486,1753497029.3387623,1753497030.00866,1753497030.0731897,5.0
236,0.6666666666666666,15.666666666666671,1753497029.2112045,1753497029.3404467,1753497029.4053462,1753497030.0735104,1753497030.1384692,5.0
237,0.7333333333333333,15.733333333333338,1753497029.2770736,1753497029.4100163,1753497029.4757485,1753497030.138792,1753497030.205634,5.0
238,0.7999999999999999,15.800000000000006,1753497029.3437684,1753497029.4795973,1753497029.5430748,1753497030.205908,1753497030.2742808,5.0
239,0.8666666666666666,15.866666666666672,1753497029.4182756,1753497029.5442894,1753497029.6098037,1753497030.2744732,1753497030.3413627,5.0
240,0.9333333333333332,15.933333333333339,1753497029.4825108,1753497029.6110036,1753497029.6764104,1753497030.341559,1753497030.4050567,5.0
241,0.9999999999999999,16.000000000000004,1753497029.5471478,1753497029.6775353,1753497029.7435684,1753497030.4053605,1753497030.4714983,5.0
242,1.0666666666666667,16.066666666666674,1753497029.6140711,1753497029.7446215,1753497029.809571,1753497030.4717937,1753497030.537996,5.0
243,1.1333333333333333,16.13333333333334,1753497029.68148,1753497029.8106236,1753497029.8745787,1753497030.538316,1753497030.6032128,5.0
244,1.2,16.200000000000006,1753497029.7478871,1753497029.8757236,1753497029.9402132,1753497030.6035285,1753497030.6744041,5.0
245,1.2666666666666666,16.266666666666673,1753497029.8140066,1753497029.941497,1753497030.0083623,1753497030.6745849,1753497030.7351213,5.0
246,1.3333333333333333,16.33333333333334,1753497029.8790066,1753497030.0101366,1753497030.0751948,1753497030.735302,1753497030.8019612,5.0
247,1.4,16.400000000000006,1753497029.9443393,1753497030.0763633,1753497030.141876,1753497030.8021502,1753497030.8712058,5.0
248,1.4666666666666666,16.466666666666672,1753497030.013165,1753497030.143298,1753497030.2075584,1753497030.871422,1753497030.9378977,5.0
249,1.5333333333333332,16.53333333333334,1753497030.0797129,1753497030.2086425,1753497030.27405,1753497030.9380894,1753497031.0057325,5.0
250,1.5999999999999999,16.600000000000005,1753497030.1468296,1753497030.276021,1753497030.3402472,1753497031.0059245,1753497031.0724578,5.0
251,1.6666666666666665,16.66666666666667,1753497030.2118077,1753497030.3432074,1753497030.409666,1753497031.0726397,1753497031.1380599,5.0
252,1.7333333333333332,16.733333333333338,1753497030.2789447,1753497030.4108324,1753497030.4761112,1753497031.1382468,1753497031.2058887,5.0
253,1.7999999999999998,16.800000000000004,1753497030.3465717,1753497030.4771845,1753497030.5414574,1753497031.2060683,1753497031.2740395,5.0
254,1.8666666666666665,16.86666666666667,1753497030.4150066,1753497030.5449634,1753497030.6087983,1753497031.2746668,1753497031.341525,5.0
255,1.9333333333333331,16.933333333333337,1753497030.4811256,1753497030.6098635,1753497030.6734974,1753497031.341711,1753497031.4069946,5.0
256,1.9999999999999998,17.000000000000004,1753497030.5487742,1753497030.676251,1753497030.727168,1753497031.4075592,1753497031.4736495,5.0
257,2.0666666666666664,17.06666666666667,1753497030.6132207,1753497030.7368124,1753497030.794628,1753497031.473841,1753497031.5420537,5.0
258,2.1333333333333333,17.13333333333334,1753497030.6788914,1753497030.803683,1753497030.865581,1753497031.5422382,1753497031.6073258,5.0
259,2.2,17.200000000000006,1753497030.7403963,1753497030.872921,1753497030.937774,1753497031.608007,1753497031.6756384,5.0
260,2.266666666666667,17.266666666666673,1753497030.8084702,1753497030.9396195,1753497031.004235,1753497031.6758227,1753497031.738212,5.0
261,2.333333333333334,17.33333333333334,1753497030.8770897,1753497031.0077412,1753497031.0717425,1753497031.7385042,1753497031.8067784,5.0
262,2.400000000000001,17.400000000000006,1753497030.9426136,1753497031.074117,1753497031.1378393,1753497031.8070455,1753497031.877073,5.0
263,2.4666666666666677,17.466666666666672,1753497031.0111601,1753497031.1399868,1753497031.2049417,1753497031.8772638,1753497031.938745,5.0
264,2.5333333333333345,17.53333333333334,1753497031.0774815,1753497031.207703,1753497031.2745006,1753497031.9390557,1753497032.0037541,5.0
265,2.6000000000000014,17.60000000000001,1753497031.1427414,1753497031.2761967,1753497031.3413038,1753497032.0040839,1753497032.0717425,5.0
266,2.6666666666666683,17.666666666666675,1753497031.2110553,1753497031.3431623,1753497031.4073844,1753497032.0721145,1753497032.136106,5.0
267,2.733333333333335,17.73333333333334,1753497031.2799022,1753497031.4090767,1753497031.4729207,1753497032.136638,1753497032.209798,5.0
268,2.800000000000002,17.800000000000008,1753497031.3470395,1753497031.475309,1753497031.5409858,1753497032.210248,1753497032.2628958,5.0
269,2.866666666666669,17.866666666666674,1753497031.4124954,1753497031.5437448,1753497031.6078246,1753497032.263186,1753497032.32119,5.0
270,2.933333333333336,17.93333333333334,1753497031.4787219,1753497031.60959,1753497031.674507,1753497032.321368,1753497032.3944235,5.0
271,3.0000000000000027,18.000000000000007,1753497031.5468655,1753497031.6773062,1753497031.7420287,1753497032.3946261,1753497032.4657097,5.0
272,3.0666666666666695,18.066666666666674,1753497031.6125023,1753497031.743192,1753497031.8085034,1753497032.465971,1753497032.5365639,5.0
273,3.1333333333333364,18.13333333333334,1753497031.6803133,1753497031.8096328,1753497031.876951,1753497032.5367463,1753497032.6046374,5.0
274,3.2000000000000033,18.20000000000001,1753497031.7468448,1753497031.8787599,1753497031.9445438,1753497032.6048315,1753497032.6750524,5.0
275,3.26666666666667,18.266666666666676,1753497031.8129103,1753497031.9456863,1753497032.009252,1753497032.6752255,1753497032.7408588,5.0
276,3.333333333333337,18.333333333333343,1753497031.882455,1753497032.0103736,1753497032.0757852,1753497032.7411654,1753497032.806862,5.0
277,3.400000000000004,18.40000000000001,1753497031.9490652,1753497032.0768874,1753497032.1403856,1753497032.8072038,1753497032.8711915,5.0
278,3.466666666666671,18.466666666666676,1753497032.013392,1753497032.1415355,1753497032.2112854,1753497032.8715775,1753497032.9389184,5.0
279,3.5333333333333377,18.533333333333342,1753497032.08021,1753497032.2203581,1753497032.284647,1753497032.9392495,1753497033.004176,5.0
280,3.6000000000000045,18.60000000000001,1753497032.1453419,1753497032.2859805,1753497032.3450997,1753497033.004545,1753497033.0710876,5.0
281,3.6666666666666714,18.66666666666668,1753497032.2171032,1753497032.345858,1753497032.4054513,1753497033.071459,1753497033.1401002,5.0
282,3.7333333333333383,18.733333333333345,1753497032.2872994,1753497032.4062626,1753497032.4695578,1753497033.1402793,1753497033.2060564,5.0
283,3.800000000000005,18.80000000000001,1753497032.348694,1753497032.4705727,1753497032.5342171,1753497033.2062502,1753497033.273703,5.0
284,3.866666666666672,18.866666666666678,1753497032.4099963,1753497032.538038,1753497032.603891,1753497033.2741885,1753497033.3403885,5.0
285,3.933333333333339,18.933333333333344,1753497032.4744751,1753497032.6086435,1753497032.6743598,1753497033.3406634,1753497033.3938303,5.0
286,4.000000000000005,19.00000000000001,1753497032.5415325,1753497032.6765492,1753497032.7423532,1753497033.3939898,1753497033.4690604,5.0
287,4.066666666666672,19.066666666666677,1753497032.6118877,1753497032.7434092,1753497032.8096032,1753497033.4696028,1753497033.5382946,5.0
288,4.133333333333338,19.133333333333344,1753497032.6804712,1753497032.8106434,1753497032.875538,1753497033.5384798,1753497033.6054833,5.0
289,4.200000000000005,19.20000000000001,1753497032.747812,1753497032.8765955,1753497032.942123,1753497033.6056612,1753497033.6736562,5.0
290,4.266666666666671,19.266666666666676,1753497032.813678,1753497032.943963,1753497033.009034,1753497033.6738455,1753497033.7424507,5.0
291,4.3333333333333375,19.333333333333343,1753497032.8797262,1753497033.0100904,1753497033.0741458,1753497033.7686586,1753497033.7997613,5.0
292,4.400000000000004,19.40000000000001,1753497032.9466195,1753497033.0752058,1753497033.1398718,1753497033.799939,1753497033.8668728,5.0
293,4.46666666666667,19.466666666666676,1753497033.0140703,1753497033.1416187,1753497033.205927,1753497033.8670766,1753497033.9312596,5.0
294,4.533333333333337,19.533333333333342,1753497033.078401,1753497033.2078779,1753497033.2740395,1753497033.9314756,1753497033.9936185,5.0
295,4.600000000000003,19.60000000000001,1753497033.145573,1753497033.2755225,1753497033.3411498,1753497033.9938028,1753497034.0623996,5.0
296,4.66666666666667,19.666666666666675,1753497033.2123125,1753497033.3422644,1753497033.4061728,1753497034.062691,1753497034.130804,5.0
297,4.733333333333336,19.73333333333334,1753497033.2790968,1753497033.4070864,1753497033.4694402,1753497034.131136,1753497034.1992152,5.0
298,4.8000000000000025,19.800000000000008,1753497033.3456056,1753497033.471059,1753497033.5335338,1753497034.1995878,1753497034.2668664,5.0
299,4.866666666666669,19.866666666666674,1753497033.4095793,1753497033.5398173,1753497033.6047716,1753497034.267151,1753497034.3345075,5.0
300,4.933333333333335,19.93333333333334,1753497033.474143,1753497033.6072607,1753497033.6731231,1753497034.3348215,1753497034.4027498,5.000000000000002
301,0.0,20.000000000000007,1753497033.5427883,1753497033.6753113,1753497033.741383,1753497034.4030778,1753497034.4764636,5.0
302,0.06666666666666667,20.066666666666674,1753497033.6104577,1753497033.7701457,1753497033.8312073,1753497034.4766378,1753497034.5350087,5.0
303,0.13333333333333333,20.13333333333334,1753497033.6788063,1753497033.8325572,1753497033.8938107,1753497034.5352929,1753497034.602859,5.0
304,0.2,20.200000000000006,1753497033.7736704,1753497033.894955,1753497033.9557593,1753497034.6032033,1753497034.6660638,5.0
305,0.26666666666666666,20.266666666666673,1753497033.8389711,1753497033.9572434,1753497034.0183165,1753497034.6664557,1753497034.7319674,5.0
306,0.3333333333333333,20.33333333333334,1753497033.8985264,1753497034.0194962,1753497034.0842113,1753497034.7323306,1753497034.8013608,5.0
307,0.39999999999999997,20.400000000000006,1753497033.960834,1753497034.0854344,1753497034.1493864,1753497034.8016448,1753497034.8716471,5.0
308,0.4666666666666666,20.466666666666672,1753497034.0226216,1753497034.1504648,1753497034.2145255,1753497034.872075,1753497034.9384892,5.0
309,0.5333333333333333,20.533333333333342,1753497034.0887532,1753497034.215692,1753497034.2792675,1753497034.9387906,1753497035.0054457,5.0
310,0.6,20.60000000000001,1753497034.1548421,1753497034.280715,1753497034.3446643,1753497035.0057883,1753497035.0747182,5.0
311,0.6666666666666666,20.666666666666675,1753497034.219591,1753497034.3457654,1753497034.4102907,1753497035.0749369,1753497035.1396518,5.0
312,0.7333333333333333,20.73333333333334,1753497034.2843664,1753497034.4114428,1753497034.4784873,1753497035.139974,1753497035.206268,5.0
313,0.7999999999999999,20.800000000000008,1753497034.3493068,1753497034.4796407,1753497034.5462503,1753497035.206611,1753497035.2733843,5.0
314,0.8666666666666666,20.866666666666674,1753497034.415298,1753497034.547345,1753497034.6125863,1753497035.2735746,1753497035.339948,5.0
315,0.9333333333333332,20.93333333333334,1753497034.483625,1753497034.6161602,1753497034.6808054,1753497035.340136,1753497035.404998,5.0
316,0.9999999999999999,21.000000000000007,1753497034.5514128,1753497034.6819668,1753497034.7467294,1753497035.4053502,1753497035.473036,5.0
317,1.0666666666666667,21.066666666666674,1753497034.6202114,1753497034.7479079,1753497034.8113081,1753497035.4732525,1753497035.5397751,5.0
318,1.1333333333333333,21.13333333333334,1753497034.6859171,1753497034.812507,1753497034.876367,1753497035.539958,1753497035.6057699,5.0
319,1.2,21.200000000000006,1753497034.7519884,1753497034.8775592,1753497034.9420319,1753497035.605951,1753497035.6728306,5.0
320,1.2666666666666666,21.266666666666673,1753497034.8160648,1753497034.9431684,1753497035.008946,1753497035.6730165,1753497035.7336469,5.0
321,1.3333333333333333,21.33333333333334,1753497034.880879,1753497035.0101807,1753497035.0745585,1753497035.7345247,1753497035.7914662,5.0
322,1.4,21.400000000000006,1753497034.947107,1753497035.076661,1753497035.1409912,1753497035.7916176,1753497035.855488,5.0
323,1.4666666666666666,21.466666666666672,1753497035.013588,1753497035.14216,1753497035.208225,1753497035.8556304,1753497035.9277396,5.0
324,1.5333333333333332,21.53333333333334,1753497035.080151,1753497035.2091298,1753497035.273167,1753497035.928313,1753497036.0000515,5.0
325,1.5999999999999999,21.60000000000001,1753497035.1461,1753497035.2755892,1753497035.3398368,1753497036.0003753,1753497036.0567389,5.0
326,1.6666666666666665,21.666666666666675,1753497035.2131262,1753497035.3415594,1753497035.4062166,1753497036.0572262,1753497036.1356165,5.0
327,1.7333333333333332,21.73333333333334,1753497035.2780514,1753497035.4074569,1753497035.4729004,1753497036.1359913,1753497036.2042668,5.0
328,1.7999999999999998,21.800000000000008,1753497035.344852,1753497035.4746978,1753497035.5395393,1753497036.2045472,1753497036.2734225,5.0
329,1.8666666666666665,21.866666666666674,1753497035.4116023,1753497035.5414746,1753497035.605658,1753497036.2739854,1753497036.3402631,5.0
330,1.9333333333333331,21.93333333333334,1753497035.4781911,1753497035.6072586,1753497035.6726081,1753497036.3408244,1753497036.408889,5.0
331,1.9999999999999998,22.000000000000007,1753497035.5454438,1753497035.6743283,1753497035.755955,1753497036.4090815,1753497036.4722507,5.0
332,2.0666666666666664,22.066666666666674,1753497035.6107056,1753497035.7572503,1753497035.8196716,1753497036.472651,1753497036.5378458,5.0
333,2.1333333333333333,22.13333333333334,1753497035.6779883,1753497035.8221881,1753497035.8850007,1753497036.5382245,1753497036.6073225,5.0
334,2.2,22.200000000000006,1753497035.7598166,1753497035.886289,1753497035.9498718,1753497036.6076727,1753497036.6725466,5.0
335,2.266666666666667,22.266666666666673,1753497035.824744,1753497035.9509943,1753497036.0143065,1753497036.672876,1753497036.7385795,5.0
336,2.333333333333334,22.333333333333343,1753497035.8891087,1753497036.015442,1753497036.0796506,1753497036.7388747,1753497036.8051894,5.0
337,2.400000000000001,22.40000000000001,1753497035.954677,1753497036.0809047,1753497036.1446826,1753497036.8055038,1753497036.8722446,5.0
338,2.4666666666666677,22.466666666666676,1753497036.0191524,1753497036.1458645,1753497036.2088046,1753497036.872626,1753497036.938495,5.0
339,2.5333333333333345,22.533333333333342,1753497036.0837724,1753497036.2099342,1753497036.2738242,1753497036.9388752,1753497037.0053174,5.0
340,2.6000000000000014,22.60000000000001,1753497036.1492553,1753497036.2756276,1753497036.3406668,1753497037.0056162,1753497037.0728078,5.0
341,2.6666666666666683,22.666666666666675,1753497036.213587,1753497036.342407,1753497036.4081101,1753497037.073146,1753497037.1344185,5.0
342,2.733333333333335,22.73333333333334,1753497036.2788846,1753497036.4107249,1753497036.4757075,1753497037.1346962,1753497037.2051988,5.0
343,2.800000000000002,22.800000000000008,1753497036.3461635,1753497036.4768353,1753497036.5419233,1753497037.2053828,1753497037.271401,5.0
344,2.866666666666669,22.866666666666674,1753497036.4143736,1753497036.5430608,1753497036.6083775,1753497037.2715914,1753497037.3359694,5.0
345,2.933333333333336,22.933333333333344,1753497036.4807596,1753497036.6095173,1753497036.6745462,1753497037.336237,1753497037.3984797,5.0
346,3.0000000000000027,23.00000000000001,1753497036.5464337,1753497036.6782749,1753497036.7443337,1753497037.3987892,1753497037.469605,5.0
347,3.0666666666666695,23.066666666666677,1753497036.6132884,1753497036.7454686,1753497036.8100116,1753497037.4699247,1753497037.5351696,5.0
348,3.1333333333333364,23.133333333333344,1753497036.682114,1753497036.8111777,1753497036.8762627,1753497037.5355363,1753497037.602478,5.0
349,3.2000000000000033,23.20000000000001,1753497036.7496505,1753497036.8772805,1753497036.942547,1753497037.602768,1753497037.6709008,5.0
350,3.26666666666667,23.266666666666676,1753497036.8154655,1753497036.9437711,1753497037.0081098,1753497037.6711836,1753497037.7384179,5.0
351,3.333333333333337,23.333333333333343,1753497036.8815901,1753497037.0092983,1753497037.073858,1753497037.73879,1753497037.8045497,5.0
352,3.400000000000004,23.400000000000013,1753497036.9476354,1753497037.074868,1753497037.1392057,1753497037.8048446,1753497037.8743453,5.0
353,3.466666666666671,23.46666666666668,1753497037.0132303,1753497037.1406024,1753497037.2049813,1753497037.8745341,1753497037.9408586,5.0
354,3.5333333333333377,23.533333333333346,1753497037.0787587,1753497037.206917,1753497037.2711332,1753497037.9410446,1753497038.0036867,5.0
355,3.6000000000000045,23.600000000000012,1753497037.1432083,1753497037.2731435,1753497037.3472507,1753497038.0040336,1753497038.074655,5.0
356,3.6666666666666714,23.66666666666668,1753497037.2104013,1753497037.3486986,1753497037.4129891,1753497038.0749555,1753497038.1379921,5.0
357,3.7333333333333383,23.733333333333345,1753497037.2765589,1753497037.4143531,1753497037.4797769,1753497038.1382773,1753497038.2047927,5.0
358,3.800000000000005,23.80000000000001,1753497037.3525226,1753497037.4809346,1753497037.5454009,1753497038.2051065,1753497038.273609,5.0
359,3.866666666666672,23.866666666666678,1753497037.4174526,1753497037.5466092,1753497037.6112323,1753497038.273997,1753497038.3391352,5.0
360,3.933333333333339,23.933333333333344,1753497037.4845335,1753497037.6124165,1753497037.6763878,1753497038.3397458,1753497038.3971283,5.0
361,4.000000000000005,24.000000000000014,1753497037.5505595,1753497037.677549,1753497037.7424242,1753497038.3972821,1753497038.4581635,5.0
362,4.066666666666672,24.066666666666677,1753497037.6158214,1753497037.7436059,1753497037.8081262,1753497038.4583645,1753497038.531937,5.0
363,4.133333333333338,24.133333333333347,1753497037.6809595,1753497037.8093073,1753497037.8742273,1753497038.532227,1753497038.6055477,5.0
364,4.200000000000005,24.20000000000001,1753497037.7481403,1753497037.8761728,1753497037.940634,1753497038.6057358,1753497038.6717837,5.0
365,4.266666666666671,24.26666666666668,1753497037.8122315,1753497037.9425738,1753497038.0084581,1753497038.6719759,1753497038.7687438,5.0
366,4.3333333333333375,24.333333333333343,1753497037.8790638,1753497038.0096455,1753497038.0757248,1753497038.768932,1753497038.7993352,5.0
367,4.400000000000004,24.400000000000013,1753497037.945847,1753497038.0769072,1753497038.1434526,1753497038.7995517,1753497038.8630323,5.0
368,4.46666666666667,24.466666666666676,1753497038.0130754,1753497038.1446059,1753497038.2095125,1753497038.863203,1753497038.9309242,5.0
369,4.533333333333337,24.533333333333346,1753497038.0801744,1753497038.210665,1753497038.277119,1753497038.931222,1753497038.9991074,5.0
370,4.600000000000003,24.60000000000001,1753497038.1481953,1753497038.279073,1753497038.3447955,1753497038.999281,1753497039.065364,5.0
371,4.66666666666667,24.66666666666668,1753497038.2148542,1753497038.3459096,1753497038.4134576,1753497039.0655422,1753497039.1300073,5.0
372,4.733333333333336,24.73333333333334,1753497038.282293,1753497038.4146528,1753497038.475276,1753497039.13019,1753497039.1941845,5.0
373,4.8000000000000025,24.80000000000001,1753497038.349419,1753497038.4764736,1753497038.5401711,1753497039.1944425,1753497039.2646277,5.0
374,4.866666666666669,24.866666666666674,1753497038.4166586,1753497038.5412912,1753497038.605327,1753497039.2649841,1753497039.3340847,5.0
375,4.933333333333335,24.933333333333344,1753497038.4790227,1753497038.6072035,1753497038.670937,1753497039.3344882,1753497039.3995593,5.000000000000002
376,0.0,25.000000000000007,1753497038.5430305,1753497038.6734526,1753497038.7375262,1753497039.3998559,1753497039.469638,5.0
377,0.06666666666666667,25.066666666666674,1753497038.6083047,1753497038.7729475,1753497038.8446214,1753497039.4699268,1753497039.5355043,5.0
378,0.13333333333333333,25.13333333333334,1753497038.6748211,1753497038.8460221,1753497038.9075606,1753497039.5358107,1753497039.599022,5.0
379,0.2,25.200000000000006,1753497038.7741227,1753497038.9087043,1753497038.9696574,1753497039.5993042,1753497039.6742783,5.0
380,0.26666666666666666,25.266666666666673,1753497038.8468342,1753497038.9708235,1753497039.031216,1753497039.6745994,1753497039.7380826,5.0
381,0.3333333333333333,25.33333333333334,1753497038.9102376,1753497039.0324638,1753497039.0927856,1753497039.7384627,1753497039.7932265,5.0
382,0.39999999999999997,25.400000000000006,1753497038.972275,1753497039.0939403,1753497039.1544719,1753497039.7933748,1753497039.871935,5.0
383,0.4666666666666666,25.466666666666672,1753497039.033172,1753497039.1556926,1753497039.2173939,1753497039.8721294,1753497039.9381826,5.0
384,0.5333333333333333,25.533333333333342,1753497039.0950427,1753497039.2185507,1753497039.2813675,1753497039.9383829,1753497040.0071738,5.0
385,0.6,25.60000000000001,1753497039.157233,1753497039.2825131,1753497039.3482323,1753497040.0073922,1753497040.069079,5.0
386,0.6666666666666666,25.666666666666675,1753497039.2198138,1753497039.349365,1753497039.414925,1753497040.069338,1753497040.13909,5.0
387,0.7333333333333333,25.73333333333334,1753497039.2843893,1753497039.4162014,1753497039.4805822,1753497040.139296,1753497040.208227,5.0
388,0.7999999999999999,25.800000000000008,1753497039.350343,1753497039.4817672,1753497039.5456138,1753497040.208475,1753497040.2711284,5.0
389,0.8666666666666666,25.866666666666674,1753497039.417637,1753497039.5467424,1753497039.6093938,1753497040.2716162,1753497040.339789,5.0
390,0.9333333333333332,25.93333333333334,1753497039.4831257,1753497039.6105957,1753497039.6757092,1753497040.3401842,1753497040.4031513,5.0
391,0.9999999999999999,26.000000000000007,1753497039.548365,1753497039.676842,1753497039.7422988,1753497040.4034588,1753497040.464268,5.0
392,1.0666666666666667,26.066666666666674,1753497039.6114898,1753497039.743451,1753497039.8058078,1753497040.4644763,1753497040.538905,5.0
393,1.1333333333333333,26.13333333333334,1753497039.6783402,1753497039.806961,1753497039.8718126,1753497040.5392728,1753497040.6062613,5.0
394,1.2,26.200000000000006,1753497039.7456722,1753497039.8736022,1753497039.9373436,1753497040.6064405,1753497040.6720023,5.0
395,1.2666666666666666,26.266666666666673,1753497039.8088381,1753497039.9400878,1753497040.0023572,1753497040.6722717,1753497040.737571,5.0
396,1.3333333333333333,26.33333333333334,1753497039.8748245,1753497040.0089002,1753497040.0730498,1753497040.7377582,1753497040.8057697,5.0
397,1.4,26.400000000000006,1753497039.9414504,1753497040.0741906,1753497040.1383142,1753497040.8059664,1753497040.8722627,5.0
398,1.4666666666666666,26.466666666666672,1753497040.0099256,1753497040.1408114,1753497040.2073016,1753497040.8725872,1753497040.937064,5.0
399,1.5333333333333332,26.53333333333334,1753497040.075548,1753497040.2098317,1753497040.2772527,1753497040.9373689,1753497041.0042002,5.0
400,1.5999999999999999,26.60000000000001,1753497040.1424527,1753497040.278464,1753497040.3430579,1753497041.0045033,1753497041.0732393,5.0
401,1.6666666666666665,26.666666666666675,1753497040.2141302,1753497040.344254,1753497040.4116192,1753497041.0734353,1753497041.1397734,5.0
402,1.7333333333333332,26.73333333333334,1753497040.2801733,1753497040.4126055,1753497040.4758275,1753497041.1399643,1753497041.2064314,5.0
403,1.7999999999999998,26.800000000000008,1753497040.3452046,1753497040.476812,1753497040.5408835,1753497041.206626,1753497041.272397,5.0
404,1.8666666666666665,26.866666666666674,1753497040.4131494,1753497040.542014,1753497040.6061502,1753497041.2725966,1753497041.3387926,5.0
405,1.9333333333333331,26.93333333333334,1753497040.478345,1753497040.6077595,1753497040.6727204,1753497041.3390079,1753497041.4072878,5.0
406,1.9999999999999998,27.000000000000007,1753497040.543473,1753497040.673812,1753497040.7373579,1753497041.407583,1753497041.4705746,5.0
407,2.0666666666666664,27.066666666666674,1753497040.6091661,1753497040.7390757,1753497040.8045564,1753497041.470748,1753497041.5353205,5.0
408,2.1333333333333333,27.13333333333334,1753497040.6756542,1753497040.8100276,1753497040.8751645,1753497041.535526,1753497041.602556,5.0
409,2.2,27.200000000000006,1753497040.740743,1753497040.8763719,1753497040.9418554,1753497041.60273,1753497041.6663504,5.0
410,2.266666666666667,27.266666666666673,1753497040.8116076,1753497040.943308,1753497041.0084076,1753497041.6665204,1753497041.7384653,5.0
411,2.333333333333334,27.333333333333343,1753497040.8783176,1753497041.0095234,1753497041.0731084,1753497041.7386563,1753497041.8023562,5.0
412,2.400000000000001,27.40000000000001,1753497040.9451053,1753497041.075001,1753497041.1396568,1753497041.8025327,1753497041.870795,5.0
413,2.4666666666666677,27.466666666666676,1753497041.0107517,1753497041.141414,1753497041.2061405,1753497041.8711257,1753497041.940719,5.0
414,2.5333333333333345,27.533333333333342,1753497041.0758722,1753497041.2081823,1753497041.2721562,1753497041.940901,1753497042.006323,5.0
415,2.6000000000000014,27.60000000000001,1753497041.1430862,1753497041.2740955,1753497041.3378067,1753497042.0065987,1753497042.074719,5.0
